product_id,archetype,unit_price,annual_qty,annual_value,criticality,substitutability,avg_lead_time,lead_time_std,nb_suppliers,demand_variability,stockout_history,abc_class
SKU-1661,standard,1555.55,2731,4248207.05,3.0,3,17.4,5.5,3,0.104,0.0,A
SKU-1330,standard,1979.44,2146,4247878.24,3.0,3,29.0,2.0,2,0.104,1.0,A
SKU-0834,expensive_strategic,44219.56,96,4245077.76,5.0,2,18.0,9.1,3,0.135,1.0,A
SKU-2145,standard,892.95,4751,4242405.45,2.0,3,20.4,4.6,2,0.125,0.0,A
SKU-1967,expensive_strategic,12243.0,346,4236078.0,4.0,2,15.5,9.8,3,0.142,2.0,A
SKU-0115,standard,861.34,4917,4235208.78,3.0,2,16.5,3.3,2,0.254,1.0,A
SKU-3328,standard,1150.45,3681,4234806.45,3.0,2,14.0,3.0,3,0.128,0.0,A
SKU-2970,standard,1395.05,3022,4215841.1,2.0,3,23.3,3.8,3,0.204,0.0,A
SKU-1109,standard,1002.97,4201,4213476.97,3.0,2,25.4,4.1,2,0.132,1.0,A
SKU-0094,standard,1457.97,2886,4207701.42,3.0,2,27.7,5.8,2,0.309,1.0,A
SKU-0634,standard,1016.6,4132,4200591.2,3.0,2,13.3,2.0,3,0.177,0.0,A
SKU-2112,expensive_strategic,45150.39,93,4198986.27,5.0,2,24.9,10.0,3,0.118,1.0,A
SKU-0668,expensive_strategic,41498.93,101,4191391.93,4.0,2,41.4,5.9,2,0.115,2.0,A
SKU-0850,standard,1409.6,2968,4183692.8,2.0,3,24.2,4.1,3,0.163,1.0,A
SKU-1850,standard,1689.97,2474,4180985.78,3.0,2,7.9,3.7,3,0.254,1.0,A
SKU-2870,standard,1215.09,3438,4177479.42,3.0,2,9.5,2.6,2,0.117,0.0,A
SKU-1507,standard,1056.81,3947,4171229.07,3.0,3,11.4,5.8,2,0.102,1.0,A
SKU-2128,expensive_strategic,17204.97,242,4163602.74,5.0,1,29.9,7.2,1,0.156,1.0,A
SKU-2260,standard,1848.62,2251,4161243.62,2.0,2,10.1,5.6,3,0.311,1.0,A
SKU-0208,standard,1233.29,3368,4153720.72,3.0,2,12.5,2.8,3,0.333,1.0,A
SKU-0780,standard,937.46,4427,4150135.42,3.0,5,11.7,1.9,2,0.221,0.0,A
SKU-2264,standard,1365.77,3038,4149209.26,3.0,3,19.1,1.4,3,0.129,1.0,A
SKU-2999,expensive_strategic,8712.73,476,4147259.48,4.0,1,20.5,8.0,2,0.127,0.0,A
SKU-3369,expensive_strategic,14186.46,292,4142446.32,4.0,1,42.9,4.0,2,0.109,1.0,A
SKU-0942,standard,992.34,4173,4141034.82,2.0,3,23.7,4.1,2,0.178,1.0,A
SKU-3278,standard,1510.14,2735,4130232.9,3.0,3,29.4,3.9,3,0.273,0.0,A
SKU-2314,standard,1059.0,3899,4129041.0,2.0,3,22.6,4.7,2,0.193,0.0,A
SKU-3211,expensive_strategic,39664.44,104,4125101.76,5.0,1,21.0,4.9,2,0.1,1.0,A
SKU-3109,standard,1235.48,3338,4124032.24,3.0,3,22.8,2.9,1,0.302,1.0,A
SKU-0626,standard,1196.08,3444,4119299.52,2.0,3,14.5,6.9,3,0.321,0.0,A
SKU-3373,expensive_strategic,22747.42,181,4117283.02,5.0,2,42.5,7.6,2,0.185,2.0,A
SKU-0388,expensive_strategic,20032.05,205,4106570.25,5.0,2,38.2,3.7,1,0.075,0.0,A
SKU-1613,standard,1764.96,2324,4101767.04,2.0,3,26.1,1.2,2,0.124,0.0,A
SKU-3152,expensive_strategic,9668.76,424,4099554.24,4.0,1,28.2,7.1,3,0.072,2.0,A
SKU-0520,expensive_strategic,47643.06,86,4097303.16,4.0,2,32.1,5.7,3,0.097,1.0,A
SKU-1964,standard,972.94,4206,4092185.64,3.0,2,18.1,6.5,3,0.212,0.0,A
SKU-0344,standard,969.71,4216,4088297.36,3.0,2,12.4,4.9,2,0.317,1.0,A
SKU-1821,expensive_strategic,9586.94,426,4084036.44,5.0,1,38.2,6.3,2,0.185,2.0,A
SKU-1029,expensive_strategic,18389.6,222,4082491.2,5.0,1,26.7,9.6,3,0.122,0.0,A
SKU-1384,expensive_strategic,20596.01,198,4078009.98,4.0,5,19.8,6.4,2,0.061,2.0,A
SKU-0303,standard,953.61,4276,4077636.36,3.0,3,11.2,4.0,2,0.113,1.0,A
SKU-2751,standard,1979.77,2059,4076346.43,2.0,3,8.1,2.6,2,0.183,1.0,A
SKU-1509,standard,931.44,4366,4066667.04,3.0,2,22.2,5.1,2,0.278,0.0,A
SKU-2353,standard,1720.33,2362,4063419.46,3.0,3,26.1,6.5,2,0.232,1.0,A
SKU-2048,standard,1643.66,2470,4059840.2,3.0,2,29.1,2.4,3,0.313,1.0,A
SKU-3120,expensive_strategic,16296.7,249,4057878.3,4.0,1,40.7,9.0,2,0.195,2.0,A
SKU-2163,standard,1909.93,2124,4056691.32,3.0,3,24.1,3.7,2,0.218,1.0,A
SKU-1344,standard,1500.47,2700,4051269.0,2.0,3,12.3,5.5,2,0.259,0.0,A
SKU-3032,standard,1147.79,3521,4041368.59,3.0,2,8.5,4.0,3,0.236,0.0,A
SKU-3003,expensive_strategic,13086.8,308,4030734.4,4.0,1,29.7,4.2,3,0.073,0.0,A
SKU-0929,standard,1110.72,3624,4025249.28,3.0,3,12.7,2.3,2,0.33,0.0,A
SKU-2864,standard,1387.7,2896,4018779.2,2.0,2,17.8,1.8,3,0.109,1.0,A
SKU-0501,standard,1117.29,3591,4012188.39,2.0,2,24.0,3.6,2,0.241,1.0,A
SKU-1540,standard,1549.74,2581,3999878.94,3.0,3,9.0,6.7,2,0.185,0.0,A
SKU-0739,standard,1359.52,2936,3991550.72,3.0,2,183.0,6.9,3,0.173,1.0,A
SKU-2138,standard,861.05,4633,3989244.65,3.0,2,27.9,1.6,2,0.348,0.0,A
SKU-2949,standard,801.58,4974,3987058.92,2.0,2,27.5,6.8,2,0.174,0.0,A
SKU-3344,expensive_strategic,12493.57,319,3985448.83,5.0,1,33.6,6.1,3,0.196,1.0,A
SKU-1472,standard,1381.05,2884,3982948.2,3.0,3,20.4,3.9,3,0.179,0.0,A
SKU-3074,expensive_strategic,9093.64,436,3964827.04,5.0,1,36.0,3.5,2,0.116,2.0,A
SKU-1727,standard,1569.37,2524,3961089.88,2.0,2,15.2,2.4,2,0.15,0.0,A
SKU-0403,standard,1788.62,2211,3954638.82,3.0,3,16.4,6.9,2,0.262,1.0,A
SKU-3196,standard,944.35,4182,3949271.7,2.0,2,11.5,2.9,2,0.211,1.0,A
SKU-0210,expensive_strategic,13107.14,301,3945249.14,5.0,1,27.4,4.4,3,0.054,2.0,A
SKU-1924,standard,811.86,4858,3944015.88,2.0,2,8.1,3.0,3,0.201,0.0,A
SKU-2853,expensive_strategic,10769.4,366,3941600.4,4.0,1,31.6,3.5,2,0.052,0.0,A
SKU-0896,expensive_strategic,18078.93,218,3941206.74,5.0,1,32.3,7.9,3,0.05,1.0,A
SKU-3063,standard,1661.56,2371,3939558.76,2.0,2,24.7,6.9,3,0.177,0.0,A
SKU-1571,standard,833.65,4723,3937328.95,2.0,2,19.0,5.3,2,0.229,1.0,A
SKU-1490,standard,807.44,4875,3936270.0,3.0,2,22.0,5.4,3,0.303,0.0,A
SKU-1914,standard,1734.23,2264,3926296.72,2.0,3,26.7,6.5,3,0.298,1.0,A
SKU-3363,standard,845.22,4645,3926046.9,3.0,2,26.9,4.0,2,0.316,0.0,A
SKU-2962,expensive_strategic,39650.51,99,3925400.49,5.0,1,30.5,5.8,3,0.103,2.0,A
SKU-1004,standard,803.28,4885,3924022.8,3.0,3,27.4,6.1,3,0.198,1.0,A
SKU-0217,expensive_strategic,24069.66,163,3923354.58,5.0,2,33.7,8.8,2,0.103,1.0,A
SKU-1283,standard,1143.79,3427,3919768.33,3.0,3,8.8,2.5,2,0.121,1.0,A
SKU-1589,standard,1934.24,2021,3909099.04,3.0,3,20.2,2.1,2,0.154,1.0,A
SKU-2116,expensive_strategic,12773.96,306,3908831.76,5.0,2,42.1,7.4,2,0.132,1.0,A
SKU-2375,standard,1055.83,3699,3905515.17,3.0,3,23.9,3.2,3,0.318,1.0,A
SKU-3153,standard,1630.83,2391,3899314.53,2.0,2,15.2,3.5,2,0.336,0.0,A
SKU-1620,standard,1692.75,2302,3896710.5,2.0,3,19.0,4.2,2,0.272,0.0,A
SKU-0062,expensive_strategic,37078.07,105,3893197.35,5.0,1,26.9,8.1,2,0.179,1.0,A
SKU-0967,standard,881.38,4417,3893055.46,2.0,3,16.0,6.1,3,0.258,1.0,A
SKU-0126,standard,935.73,4156,3888893.88,3.0,3,9.9,2.1,3,0.196,0.0,A
SKU-2685,expensive_strategic,19048.49,204,3885891.96,4.0,1,24.9,4.3,3,0.128,1.0,A
SKU-1348,standard,1184.06,3281,3884900.86,2.0,3,20.7,2.6,2,0.263,0.0,A
SKU-1271,standard,1663.75,2334,3883192.5,2.0,2,11.1,1.6,2,0.318,0.0,A
SKU-0322,standard,1703.08,2278,3879616.24,3.0,2,19.1,4.5,3,0.289,0.0,A
SKU-2874,standard,1794.66,2160,3876465.6,3.0,2,25.3,3.6,2,0.188,0.0,A
SKU-2562,standard,1863.74,2079,3874715.46,3.0,3,17.1,5.8,3,0.311,0.0,A
SKU-2852,expensive_strategic,48932.14,79,3865639.06,4.0,2,23.6,8.7,2,0.085,0.0,A
SKU-2259,expensive_strategic,19809.4,195,3862833.0,5.0,2,39.2,7.3,3,0.09,2.0,A
SKU-1317,standard,1396.71,2760,3854919.6,3.0,2,18.9,2.0,3,0.149,1.0,A
SKU-1944,standard,1105.59,3481,3848558.79,3.0,2,18.9,1.8,3,0.318,1.0,A
SKU-1619,standard,1096.53,3509,3847723.77,2.0,2,21.5,6.1,3,0.275,1.0,A
SKU-0478,standard,918.79,4185,3845136.15,3.0,3,16.4,3.6,3,0.204,1.0,A
SKU-2347,standard,1901.71,2020,3841454.2,2.0,2,11.1,4.1,2,0.252,0.0,A
SKU-2077,expensive_strategic,20081.89,191,3835640.99,5.0,2,38.5,3.2,3,0.145,2.0,A
SKU-2598,standard,952.18,4013,3821098.34,2.0,2,19.7,2.5,3,0.235,1.0,A
SKU-0842,standard,1589.96,2398,3812724.08,2.0,2,28.5,5.2,3,0.217,1.0,A
SKU-1618,standard,1859.41,2048,3808071.68,3.0,2,29.0,1.3,2,0.318,1.0,A
SKU-0581,standard,769.39,4942,3802325.38,3.0,2,11.5,6.8,2,0.336,1.0,A
SKU-1260,standard,1815.7,2090,3794813.0,3.0,3,28.3,6.6,3,0.322,1.0,A
SKU-2004,expensive_strategic,10860.02,348,3779286.96,5.0,2,27.5,5.2,2,0.105,0.0,A
SKU-2235,standard,1642.55,2299,3776222.45,2.0,2,27.0,3.5,2,0.234,1.0,A
SKU-0922,standard,1031.42,3660,3774997.2,2.0,3,7.5,2.5,2,0.284,0.0,A
SKU-2253,standard,1551.52,2433,3774848.16,3.0,2,20.7,5.1,2,0.326,0.0,A
SKU-3430,standard,1951.67,1932,3770626.44,3.0,3,7.9,4.9,3,0.119,1.0,A
SKU-0414,standard,829.17,4545,3768577.65,3.0,2,21.8,4.9,2,0.198,0.0,A
SKU-3257,standard,1867.09,2014,3760319.26,3.0,3,26.8,3.9,2,0.247,0.0,A
SKU-2966,standard,1953.7,1924,3758918.8,3.0,2,7.9,2.9,2,0.207,1.0,A
SKU-0608,standard,1867.85,2011,3756246.35,3.0,2,18.4,6.8,3,0.252,1.0,A
SKU-1983,standard,1459.41,2567,3746305.47,2.0,3,26.4,4.0,2,0.249,1.0,A
SKU-2754,expensive_strategic,30177.89,124,3742058.36,4.0,1,33.8,4.3,2,0.176,2.0,A
SKU-2387,standard,1678.72,2228,3740188.16,2.0,2,20.7,5.9,2,0.282,0.0,A
SKU-3221,standard,797.77,4683,3735956.91,3.0,3,13.5,6.5,3,0.307,1.0,A
SKU-3177,standard,906.54,4118,3733131.72,3.0,3,18.0,1.9,2,0.177,1.0,A
SKU-2856,standard,1417.84,2622,3717576.48,3.0,2,14.1,4.2,3,0.19,1.0,A
SKU-1171,standard,1201.35,3086,3707366.1,2.0,3,20.1,3.2,2,0.324,0.0,A
SKU-0302,standard,1200.7,3086,3705360.2,3.0,3,18.9,5.3,2,0.113,0.0,A
SKU-3247,standard,1227.34,3018,3704112.12,2.0,3,25.7,1.5,3,0.191,0.0,A
SKU-2001,expensive_strategic,33523.38,110,3687571.8,5.0,2,19.5,8.1,2,0.059,1.0,A
SKU-3244,standard,1854.22,1983,3676918.26,3.0,3,11.5,2.1,2,0.251,1.0,A
SKU-1946,standard,1705.4,2148,3663199.2,2.0,3,18.1,3.8,2,0.327,0.0,A
SKU-3460,standard,1519.23,2407,3656786.61,3.0,2,27.9,1.6,3,0.257,0.0,A
SKU-2373,standard,1321.22,2765,3653173.3,3.0,5,19.3,3.0,3,0.189,1.0,A
SKU-0787,standard,764.72,4776,3652302.72,3.0,3,18.6,5.5,2,0.269,0.0,A
SKU-0016,expensive_strategic,14841.94,246,3651117.24,5.0,2,42.1,7.2,3,0.195,1.0,A
SKU-0338,standard,1386.54,2631,3647986.74,3.0,2,7.4,1.6,3,0.214,1.0,A
SKU-0783,expensive_strategic,7703.29,473,3643656.17,4.0,2,32.8,4.0,2,0.072,0.0,A
SKU-0098,standard,1484.98,2453,3642655.94,2.0,2,7.0,5.3,2,0.239,1.0,A
SKU-1332,standard,974.81,3734,3639940.54,3.0,2,29.2,6.3,3,0.247,1.0,A
SKU-0356,standard,872.87,4167,3637249.29,3.0,2,7.2,1.1,3,0.209,0.0,A
SKU-0925,standard,1509.05,2410,3636810.5,2.0,3,16.8,2.4,3,0.196,0.0,A
SKU-0655,standard,1911.15,1902,3635007.3,2.0,3,19.8,6.1,3,0.336,0.0,A
SKU-3023,standard,1317.89,2756,3632104.84,3.0,2,13.8,6.6,2,0.127,1.0,A
SKU-2649,standard,834.27,4350,3629074.5,2.0,3,8.3,6.5,3,0.239,0.0,A
SKU-1950,standard,1521.72,2374,3612563.28,3.0,2,12.6,5.3,2,0.323,1.0,A
SKU-2165,standard,842.98,4277,3605425.46,3.0,3,14.9,6.9,3,0.113,1.0,A
SKU-1060,standard,1133.98,3171,3595850.58,2.0,3,28.6,4.6,2,0.318,0.0,A
SKU-1267,standard,1048.5,3420,3585870.0,3.0,2,85.0,6.4,3,0.304,0.0,A
SKU-2947,standard,794.02,4513,3583412.26,3.0,2,23.4,5.0,2,0.271,1.0,A
SKU-2281,expensive_strategic,28880.97,124,3581240.28,4.0,2,35.1,4.9,2,0.166,0.0,A
SKU-0628,standard,775.97,4612,3578773.64,3.0,3,21.7,1.7,2,0.18,1.0,A
SKU-2038,expensive_strategic,11153.98,320,3569273.6,4.0,2,32.7,5.4,2,0.184,2.0,A
SKU-1609,expensive_strategic,12048.54,296,3566367.84,4.0,1,22.4,3.7,2,0.163,2.0,A
SKU-1250,standard,1388.31,2565,3561015.15,3.0,2,29.4,5.2,3,0.267,1.0,A
SKU-3041,expensive_strategic,46677.84,76,3547515.84,4.0,1,39.9,4.6,2,0.111,0.0,A
SKU-1911,expensive_strategic,7532.15,470,3540110.5,4.0,2,20.9,6.8,3,0.099,2.0,A
SKU-0308,expensive_strategic,9644.75,367,3539623.25,4.0,2,41.3,6.7,2,0.09,0.0,A
SKU-3352,standard,1610.47,2196,3536592.12,3.0,2,27.6,2.2,3,0.298,1.0,A
SKU-0171,standard,1371.78,2578,3536448.84,3.0,2,9.8,2.9,2,0.144,0.0,A
SKU-2841,standard,1173.6,3003,3524320.8,2.0,2,26.2,1.1,2,0.144,0.0,A
SKU-1098,expensive_strategic,15116.58,233,3522163.14,4.0,2,35.9,6.0,3,0.183,1.0,A
SKU-2808,expensive_strategic,7836.17,449,3518440.33,5.0,1,30.5,8.0,2,0.19,1.0,A
SKU-2971,standard,911.89,3857,3517159.73,2.0,3,25.7,5.0,2,0.117,1.0,A
SKU-2246,standard,999.88,3510,3509578.8,3.0,3,18.9,5.4,2,0.262,1.0,A
SKU-0863,standard,725.89,4831,3506774.59,2.0,2,12.7,5.7,3,0.123,0.0,A
SKU-1212,standard,739.68,4722,3492768.96,3.0,3,19.8,5.1,3,0.124,1.0,A
SKU-2424,standard,1234.21,2821,3481706.41,2.0,2,26.7,4.9,3,0.224,0.0,A
SKU-2491,expensive_strategic,20598.79,169,3481195.51,4.0,2,30.5,8.4,3,0.067,0.0,A
SKU-2729,expensive_strategic,8215.3,423,3475071.9,4.0,2,31.9,3.9,3,0.181,1.0,A
SKU-3248,standard,942.65,3681,3469894.65,3.0,3,7.5,1.2,3,0.126,1.0,A
SKU-0887,standard,1578.17,2198,3468817.66,3.0,3,23.0,3.5,3,0.114,0.0,A
SKU-1573,standard,1202.42,2875,3456957.5,2.0,2,19.1,5.6,2,0.284,0.0,A
SKU-1527,expensive_strategic,11657.96,296,3450756.16,4.0,1,22.4,5.2,2,0.134,0.0,A
SKU-2515,standard,1265.76,2725,3449196.0,2.0,2,21.8,3.4,2,0.168,1.0,A
SKU-0494,expensive_strategic,49964.33,69,3447538.77,4.0,1,32.9,7.2,2,0.093,0.0,A
SKU-2623,standard,1232.09,2796,3444923.64,3.0,3,14.0,6.6,3,0.206,1.0,A
SKU-1007,standard,895.05,3847,3443257.35,3.0,3,17.6,1.1,2,0.228,1.0,A
SKU-2968,standard,1621.31,2121,3438798.51,2.0,3,28.5,4.7,3,0.336,1.0,A
SKU-2267,standard,1028.31,3339,3433527.09,3.0,3,15.6,5.3,3,0.137,0.0,A
SKU-2320,standard,1200.79,2855,3428255.45,3.0,3,23.8,2.8,3,0.159,1.0,A
SKU-0801,standard,1018.86,3364,3427445.04,2.0,2,18.3,3.0,2,0.348,1.0,A
SKU-1090,expensive_strategic,13794.02,248,3420916.96,4.0,2,43.5,5.3,3,0.126,1.0,A
SKU-3136,standard,956.05,3566,3409274.3,3.0,2,19.8,3.1,2,0.202,0.0,A
SKU-2171,standard,1634.27,2086,3409087.22,2.0,2,9.7,2.0,3,0.179,1.0,A
SKU-1770,standard,1922.47,1759,3381624.73,3.0,3,11.5,6.4,3,0.307,0.0,A
SKU-3013,expensive_strategic,17040.08,198,3373935.84,5.0,1,36.8,5.7,3,0.061,1.0,A
SKU-1088,expensive_strategic,21599.56,156,3369531.36,4.0,2,30.5,7.6,3,0.149,2.0,A
SKU-2849,standard,1645.5,2044,3363402.0,2.0,2,29.4,1.1,2,0.342,0.0,A
SKU-1370,expensive_strategic,41513.34,81,3362580.54,4.0,2,32.8,5.4,2,0.065,2.0,A
SKU-1562,expensive_strategic,25859.85,130,3361780.5,4.0,2,44.4,9.9,3,0.074,2.0,A
SKU-1792,standard,957.41,3509,3359551.69,2.0,2,10.4,3.8,3,0.27,0.0,A
SKU-0502,standard,1570.59,2136,3354780.24,2.0,3,25.6,4.1,2,0.159,1.0,A
SKU-2894,standard,1030.93,3251,3351553.43,2.0,2,22.3,3.1,3,0.318,1.0,A
SKU-0475,standard,1653.8,2022,3343983.6,2.0,2,19.1,4.8,3,0.214,0.0,A
SKU-3102,standard,691.35,4836,3343368.6,2.0,2,13.3,2.3,2,0.236,0.0,A
SKU-0462,standard,1162.36,2874,3340622.64,3.0,3,24.1,5.5,2,0.23,1.0,A
SKU-2294,standard,982.24,3398,3337651.52,2.0,3,14.6,2.6,3,0.286,1.0,A
SKU-1036,standard,816.2,4077,3327647.4,3.0,5,24.1,4.6,2,0.339,1.0,A
SKU-0075,standard,735.36,4523,3326033.28,2.0,3,19.7,2.3,2,0.301,0.0,A
SKU-0025,standard,1147.2,2896,3322291.2,3.0,2,10.7,1.1,3,0.154,1.0,A
SKU-0298,expensive_strategic,13228.9,250,3307225.0,4.0,1,36.0,3.1,3,0.084,2.0,A
SKU-3018,standard,1997.95,1649,3294619.55,2.0,3,8.2,4.2,3,0.283,1.0,A
SKU-3148,standard,759.39,4333,3290436.87,2.0,2,20.3,6.0,2,0.175,0.0,A
SKU-1471,standard,829.8,3960,3286008.0,2.0,2,9.3,1.9,2,0.2,0.0,A
SKU-1530,standard,1599.96,2053,3284717.88,3.0,3,7.9,6.4,2,0.204,0.0,A
SKU-3122,expensive_strategic,8965.33,366,3281310.78,5.0,2,32.1,8.0,3,0.16,1.0,A
SKU-1269,standard,1007.97,3244,3269854.68,3.0,3,16.5,6.1,2,0.151,1.0,A
SKU-1856,expensive_strategic,20050.08,163,3268163.04,4.0,1,41.4,6.8,2,0.08,2.0,A
SKU-1932,standard,1346.66,2426,3266997.16,3.0,3,15.9,1.0,2,0.259,0.0,A
SKU-2742,expensive_strategic,26475.79,123,3256522.17,4.0,1,36.4,9.4,2,0.184,0.0,A
SKU-0086,expensive_strategic,10667.98,305,3253733.9,5.0,1,43.9,3.9,2,0.151,0.0,A
SKU-3269,standard,1466.06,2213,3244390.78,2.0,3,11.2,1.9,3,0.106,0.0,A
SKU-1848,expensive_strategic,26371.78,123,3243728.94,4.0,1,22.7,8.3,2,0.192,2.0,A
SKU-3417,expensive_strategic,9239.05,351,3242906.55,5.0,2,44.2,5.8,2,0.147,2.0,A
SKU-2608,expensive_strategic,32733.35,99,3240601.65,5.0,1,44.8,5.6,2,0.068,0.0,A
SKU-0491,standard,939.62,3447,3238870.14,2.0,3,9.6,4.4,2,0.313,1.0,A
SKU-2651,expensive_strategic,24714.53,131,3237603.43,4.0,1,36.2,3.1,2,0.137,0.0,A
SKU-3141,standard,1877.35,1724,3236551.4,3.0,3,16.9,1.9,3,0.125,0.0,A
SKU-1992,expensive_strategic,44289.62,73,3233142.26,4.0,1,40.5,3.4,2,0.127,0.0,A
SKU-3072,standard,1092.92,2951,3225206.92,2.0,2,29.4,2.1,2,0.268,0.0,A
SKU-1978,standard,1148.19,2798,3212635.62,2.0,3,11.6,4.1,3,0.217,0.0,A
SKU-0082,standard,1745.59,1830,3194429.7,2.0,3,21.2,3.5,3,0.255,1.0,A
SKU-0609,standard,741.67,4307,3194372.69,2.0,3,25.0,2.9,3,0.226,0.0,A
SKU-1032,standard,1201.93,2655,3191124.15,3.0,3,7.9,1.9,2,0.163,1.0,A
SKU-1671,standard,1242.71,2567,3190036.57,3.0,3,10.4,6.9,2,0.166,0.0,A
SKU-1138,standard,1617.67,1971,3188427.57,2.0,3,20.2,5.2,2,0.131,0.0,A
SKU-2832,standard,1769.38,1798,3181345.24,3.0,3,28.6,4.3,3,0.279,1.0,A
SKU-3208,standard,1133.34,2807,3181285.38,2.0,2,16.5,5.3,2,0.341,1.0,A
SKU-2276,standard,1053.91,3018,3180700.38,2.0,2,10.1,2.9,2,0.312,0.0,A
SKU-2584,standard,659.54,4816,3176344.64,2.0,3,29.5,3.6,2,0.304,1.0,A
SKU-3047,standard,1135.22,2796,3174075.12,2.0,3,8.4,6.8,3,0.284,1.0,A
SKU-2046,standard,1867.58,1699,3173018.42,2.0,3,18.8,1.5,2,0.106,1.0,A
SKU-0485,standard,678.59,4671,3169693.89,2.0,2,15.7,2.8,3,0.313,0.0,A
SKU-1561,standard,1082.21,2928,3168710.88,2.0,3,16.1,4.7,3,0.126,1.0,A
SKU-0259,standard,719.82,4400,3167208.0,3.0,3,18.3,1.8,3,0.286,1.0,A
SKU-1116,standard,1325.19,2388,3164553.72,3.0,3,26.7,1.6,3,0.311,1.0,A
SKU-3442,standard,1711.34,1843,3153999.62,3.0,3,22.5,6.1,2,0.176,1.0,A
SKU-2991,expensive_strategic,18176.27,173,3144494.71,4.0,1,31.3,5.0,3,0.069,1.0,A
SKU-2810,standard,978.79,3212,3143873.48,2.0,2,19.9,2.0,2,0.341,1.0,A
SKU-1838,expensive_strategic,25131.58,125,3141447.5,5.0,1,31.3,3.2,3,0.119,1.0,A
SKU-3321,standard,1197.64,2621,3139014.44,2.0,3,18.9,1.3,3,0.113,1.0,A
SKU-0290,standard,699.7,4473,3129758.1,3.0,3,24.6,4.1,3,0.211,1.0,A
SKU-0733,standard,1153.53,2711,3127219.83,2.0,3,29.3,5.5,2,0.283,1.0,A
SKU-2925,standard,1239.71,2521,3125308.91,3.0,3,18.8,6.2,2,0.335,1.0,A
SKU-2698,expensive_strategic,12020.62,259,3113340.58,4.0,2,37.5,3.6,3,0.179,0.0,A
SKU-3332,standard,1647.23,1883,3101734.09,2.0,2,14.1,5.5,3,0.261,0.0,A
SKU-2489,standard,750.88,4120,3093625.6,2.0,3,11.4,6.1,2,0.325,1.0,A
SKU-3487,standard,835.7,3698,3090418.6,2.0,2,21.0,6.1,3,0.155,1.0,A
SKU-3124,standard,1704.52,1810,3085181.2,3.0,3,23.9,3.8,3,0.34,1.0,A
SKU-0554,standard,646.67,4763,3080089.21,3.0,3,16.5,4.8,2,0.21,1.0,A
SKU-2576,standard,660.32,4659,3076430.88,2.0,2,22.7,3.0,2,0.134,1.0,A
SKU-2676,expensive_strategic,24696.93,124,3062419.32,5.0,1,38.0,9.2,3,0.08,0.0,A
SKU-3340,standard,726.14,4207,3054870.98,2.0,3,17.9,2.9,3,0.107,1.0,A
SKU-3200,standard,1692.26,1805,3054529.3,2.0,2,18.8,4.2,2,0.166,0.0,A
SKU-0046,standard,1585.9,1919,3043342.1,2.0,3,8.2,1.3,3,0.231,1.0,A
SKU-1495,standard,1146.88,2648,3036938.24,3.0,3,8.1,1.0,2,0.17,1.0,A
SKU-1840,expensive_strategic,18729.91,162,3034245.42,5.0,2,40.9,3.0,3,0.051,2.0,A
SKU-1746,standard,1202.33,2521,3031073.93,3.0,3,24.3,5.2,2,0.135,0.0,A
SKU-2297,expensive_strategic,41499.88,73,3029491.24,4.0,1,21.1,4.0,3,0.088,2.0,A
SKU-1487,standard,1390.88,2177,3027945.76,3.0,2,19.8,2.8,2,0.208,1.0,A
SKU-2897,standard,1520.88,1989,3025030.32,2.0,3,28.4,3.4,2,0.135,0.0,A
SKU-2827,standard,1791.27,1688,3023663.76,2.0,3,13.3,5.8,3,0.169,0.0,A
SKU-0213,standard,684.59,4412,3020411.08,3.0,3,18.9,5.3,2,0.237,0.0,A
SKU-1788,standard,742.6,4065,3018669.0,3.0,2,13.3,1.0,3,0.347,0.0,A
SKU-3220,standard,626.28,4806,3009901.68,2.0,2,18.6,2.6,3,0.188,0.0,A
SKU-1758,standard,894.69,3362,3007947.78,3.0,3,12.2,1.2,2,0.335,0.0,A
SKU-0642,expensive_strategic,30374.02,99,3007027.98,4.0,1,35.0,3.6,3,0.151,1.0,A
SKU-3253,standard,1074.06,2799,3006293.94,2.0,2,16.9,5.5,3,0.211,0.0,A
SKU-0664,expensive_strategic,29733.0,101,3003033.0,4.0,1,29.8,8.1,2,0.109,2.0,A
SKU-2967,standard,714.4,4194,2996193.6,3.0,2,14.8,2.1,3,0.198,1.0,A
SKU-3411,standard,1933.96,1548,2993770.08,3.0,2,16.5,5.4,1,0.109,0.0,A
SKU-1183,standard,1408.82,2123,2990924.86,3.0,2,10.8,4.4,3,0.139,1.0,A
SKU-0215,standard,806.96,3704,2988979.84,2.0,2,7.1,4.0,3,0.249,0.0,A
SKU-2059,standard,1424.82,2096,2986422.72,3.0,2,8.2,6.0,3,0.34,1.0,A
SKU-1919,standard,1045.72,2855,2985530.6,3.0,3,7.9,4.6,3,0.279,1.0,A
SKU-0753,standard,1335.18,2236,2985462.48,2.0,2,16.0,3.9,3,0.332,0.0,A
SKU-0584,expensive_strategic,12579.82,237,2981417.34,4.0,2,20.3,8.0,2,0.181,0.0,A
SKU-2770,standard,628.53,4741,2979860.73,2.0,2,22.0,4.7,3,0.326,0.0,A
SKU-1331,standard,1391.38,2141,2978944.58,3.0,3,15.6,3.8,2,0.205,0.0,A
SKU-0974,expensive_strategic,24806.68,120,2976801.6,5.0,2,30.9,5.5,3,0.075,2.0,A
SKU-3045,standard,1296.35,2293,2972530.55,3.0,3,29.8,4.6,3,0.288,0.0,A
