product_id,week,consumption,stock_level,rupture_flag
SKU-0828,14,5.5,67.37,0
SKU-0828,15,6.61,60.76,0
SKU-0828,16,6.11,54.65,0
SKU-0828,17,5.28,49.37,0
SKU-0828,18,6.77,42.6,0
SKU-0828,19,7.96,34.64,0
SKU-0828,20,7.86,76.91,0
SKU-0828,21,7.72,69.2,0
SKU-0828,22,9.32,59.88,0
SKU-0828,23,6.77,53.11,0
SKU-0828,24,7.9,45.21,0
SKU-0828,25,6.96,38.25,0
SKU-0828,26,9.04,79.35,0
SKU-0828,27,6.48,72.87,0
SKU-0828,28,8.26,64.62,0
SKU-0828,29,7.69,56.93,0
SKU-0828,30,8.8,48.12,0
SKU-0828,31,7.41,40.71,0
SKU-0828,32,7.13,33.58,0
SKU-0828,33,6.99,76.72,0
SKU-0828,34,7.23,69.49,0
SKU-0828,35,5.26,64.23,0
SKU-0828,36,6.81,57.42,0
SKU-0828,37,6.74,50.68,0
SKU-0828,38,6.1,44.59,0
SKU-0828,39,6.76,37.83,0
SKU-0828,40,6.37,81.59,0
SKU-0828,41,6.81,74.78,0
SKU-0828,42,8.12,66.66,0
SKU-0828,43,8.12,58.53,0
SKU-0828,44,9.22,49.32,0
SKU-0828,45,7.76,41.56,0
SKU-0828,46,5.66,35.9,0
SKU-0828,47,7.03,79.01,0
SKU-0828,48,6.67,72.34,0
SKU-0828,49,6.28,66.06,0
SKU-0828,50,8.64,57.43,0
SKU-0828,51,7.93,49.5,0
SKU-0828,52,7.48,42.02,0
SKU-0828,53,5.7,36.32,0
SKU-0828,54,7.31,79.14,0
SKU-0828,55,10.07,69.07,0
SKU-0828,56,6.44,62.62,0
SKU-0828,57,7.15,55.47,0
SKU-0828,58,9.0,46.47,0
SKU-0828,59,6.9,39.57,0
SKU-0828,60,6.88,82.83,0
SKU-0828,61,7.14,75.69,0
SKU-0828,62,7.8,67.89,0
SKU-0828,63,6.33,61.56,0
SKU-0828,64,8.46,53.09,0
SKU-0828,65,6.95,46.14,0
SKU-0828,66,7.64,38.5,0
SKU-0828,67,6.93,81.71,0
SKU-0828,68,5.87,75.84,0
SKU-0828,69,4.88,70.96,0
SKU-0828,70,7.67,63.29,0
SKU-0828,71,5.32,57.97,0
SKU-0828,72,8.28,49.69,0
SKU-0828,73,7.55,42.14,0
SKU-0828,74,9.73,82.55,0
SKU-0828,75,6.73,75.81,0
SKU-0828,76,9.39,66.42,0
SKU-0828,77,7.07,59.35,0
SKU-0828,78,8.47,50.88,0
SKU-0828,79,8.03,42.85,0
SKU-0828,80,5.3,37.55,0
SKU-0828,81,11.07,76.61,0
SKU-0828,82,9.26,67.35,0
SKU-0828,83,7.86,59.49,0
SKU-0828,84,8.93,50.56,0
SKU-0828,85,7.72,42.85,0
SKU-0828,86,8.42,34.43,0
SKU-0828,87,7.58,76.98,0
SKU-0828,88,6.21,70.77,0
SKU-0828,89,7.29,63.48,0
SKU-0828,90,6.8,56.68,0
SKU-0828,91,8.13,48.55,0
SKU-0828,92,6.19,42.35,0
SKU-0828,93,7.57,34.78,0
SKU-0828,94,5.79,79.13,0
SKU-0828,95,8.29,70.84,0
SKU-0828,96,6.01,64.83,0
SKU-0828,97,8.1,56.74,0
SKU-0828,98,7.54,49.2,0
SKU-0828,99,8.6,40.6,0
SKU-0828,100,7.23,83.5,0
SKU-0828,101,8.34,75.16,0
SKU-0828,102,7.57,67.59,0
SKU-0828,103,7.9,59.69,0
SKU-0828,104,5.35,54.35,0
SKU-1872,1,7.69,53.67,0
SKU-1872,2,8.02,45.65,0
SKU-1872,3,9.08,36.56,0
SKU-1872,4,8.37,74.21,0
SKU-1872,5,6.95,67.26,0
SKU-1872,6,8.44,58.83,0
SKU-1872,7,7.53,51.3,0
SKU-1872,8,7.59,43.71,0
SKU-1872,9,8.09,35.62,0
SKU-1872,10,8.33,73.31,0
SKU-1872,11,7.6,65.71,0
SKU-1872,12,6.93,58.78,0
SKU-1872,13,8.01,50.77,0
SKU-1872,14,7.98,42.79,0
SKU-1872,15,9.13,33.67,0
SKU-1872,16,8.16,71.52,0
SKU-1872,17,8.95,62.57,0
SKU-1872,18,9.6,52.97,0
SKU-1872,19,7.37,45.6,0
SKU-1872,20,9.15,36.45,0
SKU-1872,21,8.78,73.69,0
SKU-1872,22,6.6,67.09,0
SKU-1872,23,8.0,59.09,0
SKU-1872,24,8.62,50.46,0
SKU-1872,25,8.37,42.1,0
SKU-1872,26,9.28,32.82,0
SKU-1872,27,8.54,70.29,0
SKU-1872,28,7.15,63.15,0
SKU-1872,29,8.68,54.46,0
SKU-1872,30,7.34,47.12,0
SKU-1872,31,7.75,39.37,0
SKU-1872,32,8.89,76.49,0
SKU-1872,33,8.82,67.67,0
SKU-1872,34,8.16,59.51,0
SKU-1872,35,7.63,51.88,0
SKU-1872,36,8.0,43.88,0
SKU-1872,37,8.06,35.83,0
SKU-1872,38,7.74,74.1,0
SKU-1872,39,8.92,65.18,0
SKU-1872,40,7.85,57.34,0
SKU-1872,41,7.95,49.38,0
SKU-1872,42,7.97,41.41,0
SKU-1872,43,8.62,32.79,0
SKU-1872,44,8.31,70.5,0
SKU-1872,45,8.29,62.22,0
SKU-1872,46,7.48,54.73,0
SKU-1872,47,8.3,46.44,0
SKU-1872,48,8.65,37.79,0
SKU-1872,49,7.9,75.91,0
SKU-1872,50,8.24,67.67,0
SKU-1872,51,8.77,58.9,0
SKU-1872,52,7.58,51.32,0
SKU-1872,53,7.59,43.73,0
SKU-1872,54,8.05,35.68,0
SKU-1872,55,8.67,73.02,0
SKU-1872,56,6.07,66.95,0
SKU-1872,57,8.0,58.95,0
SKU-1872,58,7.65,51.3,0
SKU-1872,59,8.38,42.92,0
SKU-1872,60,8.07,34.86,0
SKU-1872,61,8.92,71.95,0
SKU-1872,62,8.58,63.37,0
SKU-1872,63,7.98,55.39,0
SKU-1872,64,7.43,47.96,0
SKU-1872,65,8.38,39.58,0
SKU-1872,66,7.93,31.65,0
SKU-1872,67,7.99,69.68,0
SKU-1872,68,7.33,62.35,0
SKU-1872,69,8.24,54.11,0
SKU-1872,70,7.78,46.32,0
SKU-1872,71,7.85,38.47,0
SKU-1872,72,5.63,32.84,0
SKU-1872,73,8.16,70.7,0
SKU-1872,74,7.48,63.22,0
SKU-1872,75,8.49,54.73,0
SKU-1872,76,8.18,46.55,0
SKU-1872,77,7.12,39.43,0
SKU-1872,78,8.06,31.37,0
SKU-1872,79,8.28,69.1,0
SKU-1872,80,9.58,59.52,0
SKU-1872,81,8.55,50.97,0
SKU-1872,82,7.24,43.73,0
SKU-1872,83,9.48,34.25,0
SKU-1872,84,7.94,72.33,0
SKU-1872,85,7.94,64.39,0
SKU-1872,86,9.48,54.91,0
SKU-1872,87,7.7,47.21,0
SKU-1872,88,8.03,39.18,0
SKU-1872,89,7.01,32.18,0
SKU-1872,90,8.11,70.09,0
SKU-1872,91,8.03,62.06,0
SKU-1872,92,7.86,54.2,0
SKU-1872,93,8.24,45.95,0
SKU-1872,94,7.57,38.39,0
SKU-1872,95,9.15,75.26,0
SKU-1872,96,8.15,67.11,0
SKU-1872,97,7.6,59.51,0
SKU-1872,98,7.17,52.34,0
SKU-1872,99,8.17,44.17,0
SKU-1872,100,8.77,35.4,0
SKU-1872,101,8.38,73.04,0
SKU-1872,102,9.51,63.53,0
SKU-1872,103,9.52,54.01,0
SKU-1872,104,7.25,46.76,0
SKU-2103,1,4.97,24.1,0
SKU-2103,2,5.7,18.39,0
SKU-2103,3,7.19,33.0,0
SKU-2103,4,6.88,26.13,0
SKU-2103,5,7.5,18.63,0
SKU-2103,6,5.43,35.0,0
SKU-2103,7,4.69,30.31,0
SKU-2103,8,5.88,24.43,0
SKU-2103,9,7.07,17.35,0
SKU-2103,10,6.64,32.51,0
SKU-2103,11,7.74,24.77,0
SKU-2103,12,5.76,19.01,0
SKU-2103,13,7.49,33.33,0
SKU-2103,14,5.87,27.46,0
SKU-2103,15,7.27,20.19,0
SKU-2103,16,7.25,34.74,0
SKU-2103,17,8.07,26.67,0
SKU-2103,18,5.13,21.54,0
SKU-2103,19,7.88,35.47,0
SKU-2103,20,6.93,28.53,0
SKU-2103,21,6.54,21.99,0
SKU-2103,22,6.35,15.65,0
SKU-2103,23,6.41,31.04,0
SKU-2103,24,6.52,24.52,0
SKU-2103,25,4.85,19.67,0
SKU-2103,26,6.73,34.74,0
SKU-2103,27,6.63,28.11,0
SKU-2103,28,5.82,22.29,0
SKU-2103,29,6.51,15.78,0
SKU-2103,30,7.6,29.99,0
SKU-2103,31,5.86,24.13,0
SKU-2103,32,5.33,18.8,0
SKU-2103,33,5.75,34.85,0
SKU-2103,34,4.37,30.48,0
SKU-2103,35,8.29,22.19,0
SKU-2103,36,6.417352941176471,16.55,0
SKU-2103,37,7.76,30.59,0
SKU-2103,38,5.23,25.37,0
SKU-2103,39,5.86,19.51,0
SKU-2103,40,6.55,34.77,0
SKU-2103,41,7.13,27.64,0
SKU-2103,42,6.41,21.23,0
SKU-2103,43,4.92,16.3,0
SKU-2103,44,6.42,31.68,0
SKU-2103,45,7.75,23.93,0
SKU-2103,46,6.417352941176471,17.12,0
SKU-2103,47,8.72,30.2,0
SKU-2103,48,6.65,23.55,0
SKU-2103,49,7.51,16.04,0
SKU-2103,50,7.01,30.83,0
SKU-2103,51,5.84,24.99,0
SKU-2103,52,6.42,18.57,0
SKU-2103,53,7.61,32.77,0
SKU-2103,54,6.13,26.64,0
SKU-2103,55,6.88,19.76,0
SKU-2103,56,5.85,35.71,0
SKU-2103,57,7.42,28.29,0
SKU-2103,58,6.56,21.72,0
SKU-2103,59,7.35,36.17,0
SKU-2103,60,7.74,28.43,0
SKU-2103,61,7.16,21.27,0
SKU-2103,62,6.3,14.97,0
SKU-2103,63,6.32,30.46,0
SKU-2103,64,4.35,26.11,0
SKU-2103,65,6.91,19.19,0
SKU-2103,66,7.54,33.46,0
SKU-2103,67,5.23,28.23,0
SKU-2103,68,6.32,21.9,0
SKU-2103,69,6.3,15.6,0
SKU-2103,70,6.95,30.46,0
SKU-2103,71,6.63,23.83,0
SKU-2103,72,5.56,18.27,0
SKU-2103,73,8.11,31.96,0
SKU-2103,74,4.79,27.17,0
SKU-2103,75,5.87,21.3,0
SKU-2103,76,5.13,16.16,0
SKU-2103,77,6.84,31.13,0
SKU-2103,78,6.95,24.18,0
SKU-2103,79,6.36,17.81,0
SKU-2103,80,5.25,34.36,0
SKU-2103,81,5.54,28.82,0
SKU-2103,82,7.38,21.44,0
SKU-2103,83,6.4,15.04,0
SKU-2103,84,6.02,30.82,0
SKU-2103,85,5.78,25.05,0
SKU-2103,86,6.36,18.69,0
SKU-2103,87,7.06,33.43,0
SKU-2103,88,6.23,27.2,0
SKU-2103,89,6.92,20.28,0
SKU-2103,90,4.9,15.38,0
SKU-2103,91,7.63,29.56,0
SKU-2103,92,6.44,23.11,0
SKU-2103,93,5.49,17.63,0
SKU-2103,94,6.93,32.5,0
SKU-2103,95,6.66,25.84,0
SKU-2103,96,5.34,20.49,0
SKU-2103,97,6.36,35.94,0
SKU-2103,98,5.96,29.98,0
SKU-2103,99,5.2,24.78,0
SKU-2103,100,6.05,18.73,0
SKU-2103,101,5.42,35.11,0
SKU-2103,102,5.24,29.86,0
SKU-2103,103,6.98,22.88,0
SKU-2103,104,6.79,16.09,0
SKU-1981,1,9.1,99.22,0
SKU-1981,2,7.77,91.45,0
SKU-1981,3,9.22,82.23,0
SKU-1981,4,9.78,72.45,0
SKU-1981,5,10.08,62.37,0
SKU-1981,6,9.95,133.66,0
SKU-1981,7,8.48,125.19,0
SKU-1981,8,8.75,116.44,0
SKU-1981,9,9.16,107.28,0
SKU-1981,10,9.22,98.06,0
SKU-1981,11,9.29,88.77,0
SKU-1981,12,10.02,78.75,0
SKU-1981,13,9.4,69.35,0
SKU-1981,14,10.08,59.27,0
SKU-1981,15,8.75,131.76,0
SKU-1981,16,9.01,122.75,0
SKU-1981,17,8.99,113.76,0
SKU-1981,18,9.23,104.53,0
SKU-1981,19,8.36,96.17,0
SKU-1981,20,10.55,85.62,0
SKU-1981,21,9.33,76.28,0
SKU-1981,22,8.51,67.78,0
SKU-1981,23,8.54,59.23,0
SKU-1981,24,9.32,131.15,0
SKU-1981,25,9.66,121.49,0
SKU-1981,26,9.9,111.59,0
SKU-1981,27,9.3,102.29,0
SKU-1981,28,9.68,92.61,0
SKU-1981,29,9.5,83.12,0
SKU-1981,30,9.2,73.92,0
SKU-1981,31,9.04,64.87,0
SKU-1981,32,9.29,55.59,0
SKU-1981,33,9.19,127.63,0
SKU-1981,34,9.27,118.37,0
SKU-1981,35,9.57,108.8,0
SKU-1981,36,10.35,98.45,0
SKU-1981,37,8.6,89.85,0
SKU-1981,38,9.33,80.52,0
SKU-1981,39,9.5,71.01,0
SKU-1981,40,9.02,61.99,0
SKU-1981,41,9.99,133.24,0
SKU-1981,42,8.94,124.3,0
SKU-1981,43,9.72,114.58,0
SKU-1981,44,10.11,104.47,0
SKU-1981,45,9.53,94.93,0
SKU-1981,46,9.15,85.78,0
SKU-1981,47,9.59,76.19,0
SKU-1981,48,9.0,67.19,0
SKU-1981,49,8.8,58.39,0
SKU-1981,50,9.51,130.11,0
SKU-1981,51,9.77,120.34,0
SKU-1981,52,9.33,111.01,0
SKU-1981,53,9.64,101.37,0
SKU-1981,54,10.81,90.56,0
SKU-1981,55,10.08,80.48,0
SKU-1981,56,8.89,71.58,0
SKU-1981,57,9.39,62.19,0
SKU-1981,58,9.47,133.96,0
SKU-1981,59,8.71,125.25,0
SKU-1981,60,9.68,115.57,0
SKU-1981,61,8.76,106.81,0
SKU-1981,62,9.72,97.09,0
SKU-1981,63,10.56,86.53,0
SKU-1981,64,9.19,77.34,0
SKU-1981,65,9.56,67.78,0
SKU-1981,66,9.46,58.32,0
SKU-1981,67,8.65,130.91,0
SKU-1981,68,8.78,122.13,0
SKU-1981,69,9.51,112.62,0
SKU-1981,70,9.36,103.27,0
SKU-1981,71,9.18,94.09,0
SKU-1981,72,9.89,84.19,0
SKU-1981,73,9.58,74.61,0
SKU-1981,74,10.74,63.87,0
SKU-1981,75,8.65,55.22,0
SKU-1981,76,9.0,127.46,0
SKU-1981,77,10.24,117.22,0
SKU-1981,78,10.4,106.83,0
SKU-1981,79,8.7,98.13,0
SKU-1981,80,9.01,89.12,0
SKU-1981,81,9.15,79.97,0
SKU-1981,82,10.21,69.76,0
SKU-1981,83,9.18,60.58,0
SKU-1981,84,9.16,132.67,0
SKU-1981,85,9.09,123.57,0
SKU-1981,86,9.34,114.23,0
SKU-1981,87,9.5,104.73,0
SKU-1981,88,10.52,94.21,0
SKU-1981,89,10.25,83.96,0
SKU-1981,90,8.55,75.42,0
SKU-1981,91,9.14,66.27,0
SKU-1981,92,9.28,56.99,0
SKU-1981,93,8.97,129.25,0
SKU-1981,94,9.94,119.32,0
SKU-1981,95,10.17,109.15,0
SKU-1981,96,8.95,100.2,0
SKU-1981,97,9.28,90.92,0
SKU-1981,98,9.87,81.05,0
SKU-1981,99,9.98,71.07,0
SKU-1981,100,8.93,62.14,0
SKU-1981,101,9.59,133.79,0
SKU-1981,102,8.81,124.98,0
SKU-1981,103,9.97,115.01,0
SKU-1981,104,8.78,106.22,0
SKU-2310,1,8.06,43.2,0
SKU-2310,2,7.25,35.96,0
SKU-2310,3,6.54,29.41,0
SKU-2310,4,7.11,60.74,0
SKU-2310,5,7.43,53.32,0
SKU-2310,6,9.63,43.69,0
SKU-2310,7,7.25,36.44,0
SKU-2310,8,8.0,28.43,0
SKU-2310,9,6.97,59.91,0
SKU-2310,10,9.18,50.73,0
SKU-2310,11,9.36,41.36,0
SKU-2310,12,8.99,32.38,0
SKU-2310,13,7.41,63.41,0
SKU-2310,14,6.98,56.42,0
SKU-2310,15,6.63,49.79,0
SKU-2310,16,8.97,40.83,0
SKU-2310,17,7.27,33.56,0
SKU-2310,18,9.08,62.92,0
SKU-2310,19,6.72,56.2,0
SKU-2310,20,7.62,48.59,0
SKU-2310,21,7.27,41.31,0
SKU-2310,22,6.92,34.4,0
SKU-2310,23,5.49,28.91,0
SKU-2310,24,6.07,61.28,0
SKU-2310,25,9.46,51.82,0
SKU-2310,26,6.75,45.07,0
SKU-2310,27,8.83,36.24,0
SKU-2310,28,7.92,28.32,0
SKU-2310,29,7.43,59.33,0
SKU-2310,30,7.32,52.02,0
SKU-2310,31,7.79,44.23,0
SKU-2310,32,8.83,35.4,0
SKU-2310,33,6.21,29.2,0
SKU-2310,34,7.81,59.83,0
SKU-2310,35,8.44,51.39,0
SKU-2310,36,8.93,42.46,0
SKU-2310,37,9.3,33.16,0
SKU-2310,38,7.65,63.96,0
SKU-2310,39,5.97,57.99,0
SKU-2310,40,8.47,49.53,0
SKU-2310,41,7.74,41.79,0
SKU-2310,42,9.57,32.22,0
SKU-2310,43,8.18,62.48,0
SKU-2310,44,9.58,52.9,0
SKU-2310,45,7.18,45.72,0
SKU-2310,46,9.58,36.14,0
SKU-2310,47,8.12,28.02,0
SKU-2310,48,8.48,57.98,0
SKU-2310,49,5.53,52.45,0
SKU-2310,50,9.44,43.01,0
SKU-2310,51,7.65,35.36,0
SKU-2310,52,8.59,26.77,0
SKU-2310,53,7.45,57.77,0
SKU-2310,54,9.5,48.27,0
SKU-2310,55,8.22,40.06,0
SKU-2310,56,8.11,31.95,0
SKU-2310,57,10.52,59.87,0
SKU-2310,58,4.46,55.41,0
SKU-2310,59,7.34,48.08,0
SKU-2310,60,7.69,40.39,0
SKU-2310,61,6.76,33.63,0
SKU-2310,62,8.36,63.71,0
SKU-2310,63,6.05,57.66,0
SKU-2310,64,6.11,51.55,0
SKU-2310,65,8.51,43.05,0
SKU-2310,66,6.64,36.41,0
SKU-2310,67,8.61,27.8,0
SKU-2310,68,7.08,59.17,0
SKU-2310,69,6.75,52.42,0
SKU-2310,70,6.54,45.88,0
SKU-2310,71,6.59,39.29,0
SKU-2310,72,7.31,31.98,0
SKU-2310,73,6.8,63.63,0
SKU-2310,74,7.73,55.9,0
SKU-2310,75,5.33,50.57,0
SKU-2310,76,6.73,43.84,0
SKU-2310,77,9.63,34.2,0
SKU-2310,78,6.16,28.04,0
SKU-2310,79,6.99,59.5,0
SKU-2310,80,9.62,49.88,0
SKU-2310,81,7.85,42.03,0
SKU-2310,82,5.52,36.51,0
SKU-2310,83,8.73,27.79,0
SKU-2310,84,9.54,56.69,0
SKU-2310,85,7.87,48.82,0
SKU-2310,86,7.13,41.69,0
SKU-2310,87,5.49,36.19,0
SKU-2310,88,7.23,28.96,0
SKU-2310,89,6.18,61.23,0
SKU-2310,90,7.89,53.34,0
SKU-2310,91,9.05,44.29,0
SKU-2310,92,6.54,37.75,0
SKU-2310,93,8.85,28.9,0
SKU-2310,94,5.48,61.87,0
SKU-2310,95,7.675533980582523,54.31,0
SKU-2310,96,5.13,49.18,0
SKU-2310,97,8.16,41.03,0
SKU-2310,98,9.46,31.56,0
SKU-2310,99,7.3,62.71,0
SKU-2310,100,8.13,54.58,0
SKU-2310,101,7.21,47.37,0
SKU-2310,102,8.39,38.98,0
SKU-2310,103,9.03,29.95,0
SKU-2310,104,7.88,60.52,0
SKU-1937,1,8.56,84.62,0
SKU-1937,2,9.98,74.65,0
SKU-1937,3,12.63,62.02,0
SKU-1937,4,10.03,51.99,0
SKU-1937,5,7.27,114.6,0
SKU-1937,6,12.76,101.84,0
SKU-1937,7,8.07,93.77,0
SKU-1937,8,8.12,85.65,0
SKU-1937,9,11.23,74.42,0
SKU-1937,10,8.75,65.67,0
SKU-1937,11,10.34,55.33,0
SKU-1937,12,10.22,114.99,0
SKU-1937,13,10.24,104.75,0
SKU-1937,14,11.99,92.76,0
SKU-1937,15,9.02,83.75,0
SKU-1937,16,9.54,74.21,0
SKU-1937,17,7.89,66.32,0
SKU-1937,18,10.78,55.54,0
SKU-1937,19,9.84,115.59,0
SKU-1937,20,11.66,103.93,0
SKU-1937,21,10.12,93.81,0
SKU-1937,22,12.48,81.32,0
SKU-1937,23,9.26,72.06,0
SKU-1937,24,9.89,62.17,0
SKU-1937,25,9.6,52.57,0
SKU-1937,26,8.28,114.18,0
SKU-1937,27,6.09,108.1,0
SKU-1937,28,9.87,98.23,0
SKU-1937,29,6.7,91.52,0
SKU-1937,30,10.29,81.24,0
SKU-1937,31,11.49,69.75,0
SKU-1937,32,9.38,60.37,0
SKU-1937,33,10.14,50.23,0
SKU-1937,34,10.2,109.92,0
SKU-1937,35,11.13,98.79,0
SKU-1937,36,9.31,89.48,0
SKU-1937,37,7.38,82.09,0
SKU-1937,38,6.44,75.65,0
SKU-1937,39,8.88,66.77,0
SKU-1937,40,6.65,60.12,0
SKU-1937,41,9.55,50.57,0
SKU-1937,42,9.92,110.54,0
SKU-1937,43,8.57,101.97,0
SKU-1937,44,10.76,91.21,0
SKU-1937,45,9.76,81.45,0
SKU-1937,46,9.649607843137256,73.12,0
SKU-1937,47,8.69,64.43,0
SKU-1937,48,11.82,52.61,0
SKU-1937,49,6.53,115.97,0
SKU-1937,50,9.06,106.9,0
SKU-1937,51,9.83,97.08,0
SKU-1937,52,8.43,88.65,0
SKU-1937,53,8.23,80.42,0
SKU-1937,54,11.4,69.03,0
SKU-1937,55,13.02,56.0,0
SKU-1937,56,8.9,47.1,0
SKU-1937,57,9.52,107.46,0
SKU-1937,58,10.49,96.98,0
SKU-1937,59,7.71,89.26,0
SKU-1937,60,9.6,79.66,0
SKU-1937,61,12.14,67.52,0
SKU-1937,62,13.62,53.9,0
SKU-1937,63,7.32,116.47,0
SKU-1937,64,7.93,108.55,0
SKU-1937,65,8.73,99.81,0
SKU-1937,66,8.84,90.98,0
SKU-1937,67,11.36,79.62,0
SKU-1937,68,9.54,70.08,0
SKU-1937,69,11.22,58.86,0
SKU-1937,70,9.9,48.96,0
SKU-1937,71,9.28,109.56,0
SKU-1937,72,10.26,99.3,0
SKU-1937,73,5.53,93.77,0
SKU-1937,74,8.91,84.86,0
SKU-1937,75,8.98,75.89,0
SKU-1937,76,7.06,68.82,0
SKU-1937,77,11.81,57.01,0
SKU-1937,78,9.06,47.95,0
SKU-1937,79,9.649607843137256,107.72,0
SKU-1937,80,10.98,96.74,0
SKU-1937,81,8.04,88.7,0
SKU-1937,82,9.98,78.73,0
SKU-1937,83,6.64,72.08,0
SKU-1937,84,10.43,61.66,0
SKU-1937,85,8.52,53.14,0
SKU-1937,86,9.0,114.03,0
SKU-1937,87,11.43,102.6,0
SKU-1937,88,12.64,89.96,0
SKU-1937,89,8.23,81.73,0
SKU-1937,90,8.01,73.73,0
SKU-1937,91,10.68,63.05,0
SKU-1937,92,10.6,52.45,0
SKU-1937,93,7.42,114.92,0
SKU-1937,94,9.44,105.48,0
SKU-1937,95,9.44,96.04,0
SKU-1937,96,9.41,86.63,0
SKU-1937,97,10.63,76.0,0
SKU-1937,98,12.11,63.89,0
SKU-1937,99,9.08,54.81,0
SKU-1937,100,12.6,112.1,0
SKU-1937,101,9.27,102.83,0
SKU-1937,102,12.32,90.52,0
SKU-1937,103,10.22,80.3,0
SKU-1937,104,11.36,68.94,0
SKU-1813,1,9.16,85.01,0
SKU-1813,2,6.86,78.15,0
SKU-1813,3,8.4,69.75,0
SKU-1813,4,6.73,63.02,0
SKU-1813,5,7.79,55.24,0
SKU-1813,6,6.43,48.81,0
SKU-1813,7,7.66,111.78,0
SKU-1813,8,8.0,103.78,0
SKU-1813,9,6.81,96.97,0
SKU-1813,10,7.92,89.04,0
SKU-1813,11,8.97,80.07,0
SKU-1813,12,6.64,73.43,0
SKU-1813,13,9.09,64.34,0
SKU-1813,14,9.13,55.21,0
SKU-1813,15,6.68,48.53,0
SKU-1813,16,4.5,114.66,0
SKU-1813,17,9.35,105.31,0
SKU-1813,18,7.6,97.71,0
SKU-1813,19,7.92,89.78,0
SKU-1813,20,10.57,79.22,0
SKU-1813,21,8.48,70.74,0
SKU-1813,22,8.53,62.21,0
SKU-1813,23,7.91,54.29,0
SKU-1813,24,7.67,117.25,0
SKU-1813,25,7.84,109.41,0
SKU-1813,26,7.73,101.68,0
SKU-1813,27,5.72,95.96,0
SKU-1813,28,6.62,89.34,0
SKU-1813,29,7.85,81.5,0
SKU-1813,30,10.59,70.91,0
SKU-1813,31,7.869901960784314,64.8,0
SKU-1813,32,7.24,57.56,0
SKU-1813,33,7.23,50.33,0
SKU-1813,34,8.83,112.13,0
SKU-1813,35,8.05,104.08,0
SKU-1813,36,7.08,97.0,0
SKU-1813,37,9.43,87.57,0
SKU-1813,38,6.63,80.94,0
SKU-1813,39,7.26,73.68,0
SKU-1813,40,6.47,67.21,0
SKU-1813,41,9.22,57.99,0
SKU-1813,42,7.86,50.13,0
SKU-1813,43,6.99,113.77,0
SKU-1813,44,8.51,105.26,0
SKU-1813,45,9.99,95.28,0
SKU-1813,46,4.97,90.3,0
SKU-1813,47,8.73,81.58,0
SKU-1813,48,10.19,71.39,0
SKU-1813,49,9.96,61.43,0
SKU-1813,50,7.6,53.83,0
SKU-1813,51,8.05,116.41,0
SKU-1813,52,8.2,108.22,0
SKU-1813,53,7.59,100.63,0
SKU-1813,54,9.13,91.5,0
SKU-1813,55,5.82,85.68,0
SKU-1813,56,8.68,77.0,0
SKU-1813,57,7.82,69.18,0
SKU-1813,58,9.24,59.94,0
SKU-1813,59,9.37,50.56,0
SKU-1813,60,8.07,113.12,0
SKU-1813,61,7.11,106.01,0
SKU-1813,62,7.869901960784314,96.73,0
SKU-1813,63,6.26,90.48,0
SKU-1813,64,6.55,83.93,0
SKU-1813,65,7.82,76.11,0
SKU-1813,66,7.24,68.86,0
SKU-1813,67,7.64,61.22,0
SKU-1813,68,7.53,53.69,0
SKU-1813,69,7.89,116.43,0
SKU-1813,70,9.87,106.57,0
SKU-1813,71,6.41,100.15,0
SKU-1813,72,7.31,92.84,0
SKU-1813,73,9.0,83.84,0
SKU-1813,74,7.97,75.87,0
SKU-1813,75,6.65,69.21,0
SKU-1813,76,7.81,61.41,0
SKU-1813,77,5.95,55.45,0
SKU-1813,78,9.27,116.81,0
SKU-1813,79,8.08,108.73,0
SKU-1813,80,10.8,97.93,0
SKU-1813,81,6.46,91.47,0
SKU-1813,82,7.05,84.42,0
SKU-1813,83,8.15,76.27,0
SKU-1813,84,9.64,66.63,0
SKU-1813,85,7.29,59.34,0
SKU-1813,86,7.0,52.33,0
SKU-1813,87,8.02,114.94,0
SKU-1813,88,7.04,107.9,0
SKU-1813,89,8.55,99.35,0
SKU-1813,90,8.02,91.33,0
SKU-1813,91,8.84,82.49,0
SKU-1813,92,9.09,73.4,0
SKU-1813,93,8.4,65.0,0
SKU-1813,94,9.43,55.57,0
SKU-1813,95,7.48,48.08,0
SKU-1813,96,6.04,112.68,0
SKU-1813,97,6.51,106.16,0
SKU-1813,98,7.81,98.35,0
SKU-1813,99,8.47,89.88,0
SKU-1813,100,8.69,81.2,0
SKU-1813,101,7.08,74.12,0
SKU-1813,102,9.05,65.07,0
SKU-1813,103,4.89,60.18,0
SKU-1813,104,7.21,52.97,0
SKU-0235,1,7.74,63.0,0
SKU-0235,2,8.25,54.75,0
SKU-0235,3,8.06,46.69,0
SKU-0235,4,8.27,38.42,0
SKU-0235,5,7.35,84.13,0
SKU-0235,6,6.99,77.14,0
SKU-0235,7,4.84,72.3,0
SKU-0235,8,6.84,65.46,0
SKU-0235,9,5.73,59.72,0
SKU-0235,10,7.89,51.83,0
SKU-0235,11,5.47,46.37,0
SKU-0235,12,6.95,39.42,0
SKU-0235,13,5.68,86.79,0
SKU-0235,14,7.12,79.67,0
SKU-0235,15,6.97,72.7,0
SKU-0235,16,5.0,67.7,0
SKU-0235,17,7.55,60.15,0
SKU-0235,18,6.79,53.36,0
SKU-0235,19,7.17,46.19,0
